submitted_on,latitude,longitude,waste_active,type_of_wastesite,site_open_year,site_managed_local,site_close_year,site_years_open,waste_state,waste_category,pollution_evidence,solidwaste_source,municipal_pop_served,municipal_ops_type,municipal_ops_other,commercial_ops_type,industrial_ops_type,sludge_source,sludge_source_other,sludge_ops_type,sludge_ops_other,drinking_treatment,drinking_sludge_local,waste_water_treatment,waste_water_board_mgmt,waste_water_manager,waste_water_sludge_local,waste_water_category
29/11/2018,-13.732046,33.7044339,Yes,NA,5/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
29/11/2018,-13.7320535,33.7045135,No,NA,NA,NA,8/1/2018,2,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
29/11/2018,-13.7320075,33.7046545,Yes,NA,3/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
29/11/2018,-13.7367862,33.7139462,Yes,Human,8/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
29/11/2018,-15.2486976,35.1051711,No,NA,NA,NA,3/1/2018,1,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/11/2018,-14.9870295,34.953193,Yes,NA,10/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/11/2018,-12.0527167,34.747945,Yes,NA,10/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Municipal - community waste site,50 - 500,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-13.882151,33.5094731,Yes,NA,6/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-14.918833,35.0620778,Yes,NA,9/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-14.918635,35.0622567,Yes,NA,10/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-14.9181985,35.062852,Yes,NA,10/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-14.9177633,35.0630804,Yes,Human,10/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-14.9172918,35.0619865,Yes,Human,9/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-13.8130319,33.7349789,Yes,Human,11/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-14.9169043,35.061898,Yes,NA,11/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-14.9158228,35.0601628,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-14.9138945,35.059911,Yes,Human,4/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-14.9143887,35.0590351,Yes,"Human, Animals",10/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-14.9140002,35.0588716,Yes,"Human, Animals",7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-14.9138754,35.059171,Yes,Human,9/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-13.7321979,33.7112745,Yes,Human,11/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
30/11/2018,-14.0240198,33.3930914,Yes,Human,1/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2018,-14.0236717,33.3931397,Yes,Human,1/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/12/2018,-14.0378875,33.8115942,Yes,NA,7/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/12/2018,-14.9265767,34.96564,Yes,NA,12/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/12/2018,-14.0399354,33.7704554,Yes,Human,12/1/2009,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/12/2018,-14.0388979,33.772459,Yes,NA,12/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/12/2018,-14.0345856,33.8055278,Yes,NA,12/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/12/2018,-13.8134135,33.7356365,Yes,NA,12/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/12/2018,-13.881677,33.5117103,Yes,NA,4/1/2015,No,NA,NA,Liquid waste,Hazardous waste,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
01/12/2018,-13.8816534,33.5117318,Yes,Human,4/1/2015,No,NA,NA,Liquid waste,Hazardous waste,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
01/12/2018,-13.814114,33.7367356,Yes,NA,12/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/12/2018,-14.0352534,33.8002103,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/12/2018,-14.0350716,33.7997322,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/12/2018,-14.037183,33.7658582,Yes,NA,9/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3131331,34.8064252,Yes,NA,2/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3136181,34.8064551,Yes,NA,2/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3129075,34.8067363,Yes,Human,1/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3145524,34.8054257,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.312525,34.8066345,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3135831,34.8059518,Yes,"Human, Animals",7/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3133417,34.8066883,Yes,"Human, Animals",5/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3121533,34.8071551,Yes,Human,1/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3139964,34.8054203,Yes,Human,7/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3151041,34.805185,Yes,"Human, Animals",5/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3151187,34.8039858,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.313611,34.8054043,Yes,Human,5/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.315026,34.8050392,Yes,Human,4/1/2018,Yes,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3149972,34.8050036,Yes,"Human, Animals",6/1/2017,NA,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3137554,34.8062207,Yes,"Human, Animals",3/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3126764,34.8069324,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.9194087,35.0429934,Yes,"Human, Animals",7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.9193786,35.0430677,Yes,"Human, Animals",9/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.9194283,35.0433736,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.9193114,35.0433519,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-15.0066997,35.4346236,Yes,Human,3/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.0221639,33.3557353,Yes,NA,1/1/2014,Yes,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.0223805,33.3555632,Yes,"Human, Animals",1/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.3198021,34.7997951,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.9201528,35.0461135,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.0231201,33.3610757,Yes,NA,1/1/2014,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.0228422,33.3608124,Yes,NA,1/1/2013,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-13.6926484,34.9489308,Yes,NA,4/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.919469,35.0488192,Yes,Human,4/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.0882133,34.1771683,Yes,NA,5/1/2013,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.0992917,34.1989417,Yes,Human,6/1/2013,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.1001557,34.1984247,Yes,"Human, Animals",4/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.0879432,34.1764171,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.08812,34.1770391,Yes,NA,5/1/2013,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-14.0873927,34.1787611,Yes,Human,5/1/2013,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/12/2018,-13.7321281,33.7046595,Yes,"Human, Animals",5/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
02/12/2018,-13.7321471,33.7046748,Yes,"Human, Animals",7/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
03/12/2018,-13.7320736,33.7045889,Yes,Human,8/1/2018,No,NA,NA,"Liquid waste, Solid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
03/12/2018,-13.7319988,33.7045578,Yes,Human,7/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
03/12/2018,-13.7320823,33.7045815,Yes,NA,9/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
03/12/2018,-13.7320499,33.704556,Yes,NA,8/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
03/12/2018,-14.3203123,34.7997759,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.3195105,34.7991208,Yes,Human,12/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.31975,34.7991717,Yes,NA,12/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.3197917,34.7999933,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.3195096,34.8009456,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.3202793,34.8000072,Yes,"Human, Animals",6/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.32013,34.79865,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.3193513,34.7997198,Yes,"Human, Animals",12/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.3196144,34.7997677,Yes,Human,8/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.3198429,34.798824,Yes,Human,3/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.3200582,34.799348,Yes,Human,12/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.319755,34.798185,Yes,Human,12/1/2016,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.319312,34.7997202,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.0221549,33.481462,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.0994151,34.1980213,Yes,NA,6/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.1001369,34.1978071,Yes,NA,4/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-14.9632078,35.0223692,Yes,Human,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/12/2018,-12.2489967,33.99693,Yes,Human,8/1/2018,No,NA,NA,"Solid waste, Liquid waste",Non-hazardous waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
04/12/2018,-14.0349386,33.7711052,Yes,NA,9/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/12/2018,-14.0346237,33.7709558,Yes,NA,3/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/12/2018,-14.0345537,33.7709362,Yes,NA,12/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/12/2018,-14.0343171,33.7713429,Yes,Human,12/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/12/2018,-12.9026825,33.6386402,Yes,Human,5/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/12/2018,-12.9021951,33.6388746,Yes,Human,4/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/12/2018,-13.0393476,33.5141488,Yes,NA,1/1/2016,No,NA,NA,Solid waste,Stagnant water,No,"Domestic - household (< 50 people), Sludge or other mixed solid/liquid waste",NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),NA,Incineration (Burning of Waste) Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA
04/12/2018,-14.9652091,35.0143584,Yes,Human,7/1/2018,Yes,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/12/2018,-14.3858817,34.3268533,Yes,NA,2/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/12/2018,-12.9049097,33.6389865,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/12/2018,-12.3072054,33.7567942,Yes,Human,5/1/2017,No,NA,NA,"Solid waste, Liquid waste",Non-hazardous waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
05/12/2018,-12.2587617,33.769505,Yes,Human,3/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/12/2018,-14.376789,34.8166531,Yes,Human,12/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/12/2018,-14.3754459,34.8148358,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/12/2018,-12.3184967,33.7794767,Yes,NA,5/1/2017,No,NA,NA,"Solid waste, Liquid waste",Non-hazardous waste,Yes,Commercial - collection and disposal,NA,NA,NA,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
05/12/2018,-14.3724833,34.8142308,Yes,Human,7/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/12/2018,-14.3750832,34.8174709,Yes,Human,12/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/12/2018,-14.3736484,34.8144654,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
